repo_name,sha_ids
pixelexperience/frameworks_base,3f3913550c10792edb8aecf66cc83c3db5c8b311;7bdb096289d10983f6fe711ecd598e350c9a9587;7c12eee6439435d7f29d49cab76edaedbd809460;2ecbe69ddd4fc93e83c2810ab88abb03e4f9f718;7a32fba76a15d356d929b35db516fcf3f136defb;8068618ebed021c445db0919843cdb6b9b9e35b5;f83464ed0a1c9215f4100fa018061710ed722ef5;ed7e00729f78d11107f0e9a7f0559dfe4be6b560
apache/netbeans,2afd00c7ca1efff89dcdfe3185060d72a06aea7b
unicode-org/cldr,c066619a6e1389bb2f96b47d3fa943c7abea4480
neo4j/graph-data-science,4f8e9d06a05dd052bef4c3041fb1ebd195cef77d;6bac78e5d631d0bb4722c7e50c521b73f19d20f4;3757ef2a9cf7f79bda2111c1b8f3fd0754502dd5;142bbb9a61f9e9014d95a4a3cf4d96fb56b3e8bd
open-osrs/runelite,3f6212507df51590b888d69f5cd3da21da91039e
microsoft/applicationinsights-java,4e29a756de032d78e5cffc3c18bde0a3e03aee78
microsoft/azure-tools-for-java,19b04afdd78e139523ca12cfa7b926c7071a87aa
osgp/open-smart-grid-platform,926dfdd044f2563462b205c68b986c2d7ea48c7a;55065d129393b38515f5cdfb690df6c07b37dd86
openchrom/openchrom,d9ba93d186c0703bfa8e0640c92782857fa353e9;bca872ca19495638f73ec8a3a63dcc5c0e887839;234d01e15741b45b96ef4ce29d598afc0d465842;882c6372e915569bc37e6db21ec864aa22373e79;f463b8cffeafd92d32961e7d7e97fefa4528df75;9aa7d9adcdf03da5b481e6aa02fb709336424d3b;8029529d234ead69f4df91dda218c98d08a80663;0d7a11337de2cc81888944051dfb5f2f5f3c39e1;65bd2713954ef20df5b5e60db3f956d69793539e;61cf19e4a6f1908961207899167b2f90cb71975b;5c1d4f9ac450a683932d6e11dac77d829a132d29;e39d781d1163cb4abdbd43772f23f42b6848cf03;eeafe10561435f2f566a313fd81896bab0c3a075
apache/skywalking,9d7649d907ad934973575d30dd62343c6240a444
alibaba/nacos,08db47ce8435063f215345933dcba6d3cc11e775;1974cf01b30dad359d64248c40c6584bffa55738;704210e0c41a4cba2b849ced0b12192969fefffa;8d927c13412e43c6ae4dba8924d4924f73f04a3a
apache/pulsar,4361b6db563bf73232ecadafda245b33cc524aaa;742158932c0bf1f6fd8814253a5d944d529202a1
ballerina-platform/ballerina-lang,c608f999d5dbc321fedee7f1f395537d7474d95e;55fa081c4b727a5e50257d8d49edea38a803d9a2;d1a9c6f6119c198015a2594439d0948ec9019ab2;99f7cadf5f415b823f8ec66b743f4f86d32acacd;b26068d5c30443dfe4b98c078e4098352ddd1173
apache/nifi,561be89a2174542f2e089e72a64225d8300a623b;48a6c81fa261339c645773a3124ce0ee351346c4
pravega/pravega,974f49816ac8196a3de30c5629488b987a0df82f
apache/iotdb,a8d283e0778bc8759a70092a4b5a5c83bd55302d
openjdk/loom,de00cc778caa2f8777ab5a64b2827c1d1bee7b33;6504983459c6a85b328efd9a245d1a5eb8d50771;a3f3f797b5b88ec7ba2e24ac43564c99c4c2f934;6d2dd6f4837550915405e2bb94cea9a0c407bf72
fabricmc/fabric,a5d709c3e188414991202fa6ee5864f953fc6841
hyperledger/besu,0efa789ffeda0abe1cf940344f5efeeee03f76c7;27c3ad5f78c5a2d1b6e0c51e791f902c66460105
knime/knime-core,a1f11500e71d15cdbe85c718b3be3e4d5a9e1b2f
bazelbuild/intellij,33f15b87476cea7b2e006f51027526d97ceffc89
openjdk/valhalla,de00cc778caa2f8777ab5a64b2827c1d1bee7b33;6504983459c6a85b328efd9a245d1a5eb8d50771;a3f3f797b5b88ec7ba2e24ac43564c99c4c2f934;6d2dd6f4837550915405e2bb94cea9a0c407bf72
ihmcrobotics/ihmc-open-robotics-software,230a0b353782c96f777b4d5d0d86a7ec3a5e1f8f;679f0dc09b01d3aa06f1b2dece2e4c27101b1979;1ff9ce221a933d2eb9e77886f42b3f3cd86f9fb8;c21acf10687b88a30d976a8717314abc56ffa2dc;1c06bb84ea5f825db0cac679313819c9a4a152fe;4c1bd10ba0f28e7d8836bc35abe5ade385e7083d;b37b13f984e494b8278196ad25a0294fc8a86449;6fe8a16bfcff3524c38b585cc6bce09132d18be4;1ba9948e2f3db605ef4cb900b78a5a4cf2091122;8fda00aa89f6e0bd57d32a70937eec4ad0ba7eea;f3233d8653c909537566a2f8ff1e33fd0bd844fb;4cfd82fb9b8ee9aaf86c2c26e1a076cb8ae09d64;44df1bd36c36a450fef10f673d732445ca0e1745;30210e0dd82d9797b725b298e6babd73cdf2216c;b1390a002909b88ad7fe2ff2dd97a6aa8b4be2f3;23523af5202ab78e59e565c7aaf75ba54f88b8c8;a2b972fb1880b25a36b3faa2e4a241d89197c609;1dff6a2d07a912e6ce64775ecb1a1d2e055d856a;4f0c6dee0bea28b47206fe9c4b2e55ef71237f1a;77a5d2bfc5bfbb05f85517763bc92d0306667f72
adoptopenjdk/openjdk-jdk11u,c02fe90899f9d5668e1fdeae5f9842474c2b4adb;ebcdfdd2ec4fe2abc4084d3a22cb5b8aa287f650;5ade1bcc5a34c63e293b7fab1af625d660d8041a;4105e8f98e37b09f5e7e1707d45497375c4a76eb
openjdk/panama-foreign,de00cc778caa2f8777ab5a64b2827c1d1bee7b33;6504983459c6a85b328efd9a245d1a5eb8d50771;a3f3f797b5b88ec7ba2e24ac43564c99c4c2f934;6d2dd6f4837550915405e2bb94cea9a0c407bf72
retgal/dayon,b5eb8abdb3a3e24c2a2e2be453fd6de86ef83620
a0x8o/kafka,9d58d8b8bf93343539792c4b628fde4a415ddbab
openjdk/jdk11u,de00cc778caa2f8777ab5a64b2827c1d1bee7b33;6504983459c6a85b328efd9a245d1a5eb8d50771;a3f3f797b5b88ec7ba2e24ac43564c99c4c2f934;6d2dd6f4837550915405e2bb94cea9a0c407bf72
fasten-project/fasten,e76ac9b9eb49bafda7f228a9108f53d7e6ad9f13
gtnewhorizons/gt5-unofficial,dd19e321ddd7f336685e6e901ee284a31db0f910;d9f473283fa606662f57bbafdd49be37728b0eb0;4f5513db807ec0e14dd1331aeefe38e8e4ac6ab4
openjdk/jdk11u-dev,de00cc778caa2f8777ab5a64b2827c1d1bee7b33;6504983459c6a85b328efd9a245d1a5eb8d50771;a3f3f797b5b88ec7ba2e24ac43564c99c4c2f934;6d2dd6f4837550915405e2bb94cea9a0c407bf72
alfresco/alfresco-community-repo,17129dffe44a5dc253125ac71910a61b1abc4982;3d77cab121a9c3916b001fb69d0c2b1b4aac174e;aac8f44c595b3f87cf4e8ce83f3a8da46d9fac1e
facebook/litho,49e5b4acbc41fc21ea4e471badf7e10fac0ccbca;ce23ce424900650b840bb82ec03e68a92a6cf882
micronaut-projects/micronaut-core,f5da802aa97203a5852c43463c4a0cc77671e009;53015cb87a79b45ae5c3bd674e045eadbe0937f1;f8b29e3759fdd3449d3cc8704079b8bbc9d117cc
apache/lucene-solr,b1eb460b7ed0fe5be97a5d145f4f21f7e96ecc38
sakaiproject/sakai,58382e90b4cf32c9186163d852c2a8d5810a0dc1
apple/servicetalk,6180d4ef3b1fc9ac7b3201a9f4d74329232e8765
batfish/batfish,e56dd510fb33be1bf4131e3ff783872f22a03c69
townyadvanced/towny,0e2f79ee810edd5c6baa260ee090903611f523cf
1c-syntax/bsl-language-server,b174b48f38c3b9815d3b3ae18baeff60037878da
azure/azure-sdk-for-android,d07bc2b8a2cd15cf8704df895ef6728fcdc8a9b0
hashgraph/hedera-services,90885526936bf799caadd8dd94fe8b15a6a31482;fc3ba1567eb636ea15e7dd7fbc2ba4c43df56e38
alexstyl/memento-calendar,381d46666ac47173939b17d5e06b1be350c9a8bc;23306f25ffba92d234475fc905447d2414574c0f
adoptopenjdk/openjdk-jdk11,c02fe90899f9d5668e1fdeae5f9842474c2b4adb;ebcdfdd2ec4fe2abc4084d3a22cb5b8aa287f650;5ade1bcc5a34c63e293b7fab1af625d660d8041a;4105e8f98e37b09f5e7e1707d45497375c4a76eb
epam/cloud-pipeline,b2cf46f810fb6dbfb9596b1a09a316ea000e6914
adoptopenjdk/openjdk-jdk,de00cc778caa2f8777ab5a64b2827c1d1bee7b33;6504983459c6a85b328efd9a245d1a5eb8d50771;a3f3f797b5b88ec7ba2e24ac43564c99c4c2f934;6d2dd6f4837550915405e2bb94cea9a0c407bf72
openjdk/aarch64-port,de00cc778caa2f8777ab5a64b2827c1d1bee7b33;6504983459c6a85b328efd9a245d1a5eb8d50771;a3f3f797b5b88ec7ba2e24ac43564c99c4c2f934;6d2dd6f4837550915405e2bb94cea9a0c407bf72
openjdk/panama-vector,de00cc778caa2f8777ab5a64b2827c1d1bee7b33;6504983459c6a85b328efd9a245d1a5eb8d50771;a3f3f797b5b88ec7ba2e24ac43564c99c4c2f934;6d2dd6f4837550915405e2bb94cea9a0c407bf72
openjdk/jdk-sandbox,de00cc778caa2f8777ab5a64b2827c1d1bee7b33;6504983459c6a85b328efd9a245d1a5eb8d50771;a3f3f797b5b88ec7ba2e24ac43564c99c4c2f934;6d2dd6f4837550915405e2bb94cea9a0c407bf72
oracle/graal,22594d897429c04842bbd4bb6b8bd7afbb853f0a;1de67eaafc0d1ae9d0e4fc53f6b36cb3d03bc59e;8e935d8dd9f5a301e89bcef488b9fdcfe56a60ce;60b1818bee085341e23569c44deb5454fbb509b4;962321cb248be17d26669374ec014d5a5117e6fc;6f433d89ad57fb02b99c47f7335cc5ebdbc9c7be;438bd68ed0ac4023c661c002378fa2d37dfe99ec
apache/beam,3e2f06a8f1634220e87649969e16d5b5d47aac12
vespa-engine/vespa,299f3ecaa104f02547ebb1ca886d0576bae3b3ff;e9e26384e8d3a3c59a77abed04b6ad11260027aa
openliberty/open-liberty,ce66b88786925b139ee19a9943ebc2ed715afbfc
open-telemetry/opentelemetry-java,5882c0f1a7ac192f616e0337e08736c2f7fcf2d3
hartwigmedical/hmftools,9d8590c7e56262663687af072a97b31092cfa397;af0c807775c22dbd9bde488b0b1438f40d2e34b1;365275d20cf5bc6dc788a59fc8ed74a57e5ed017
openjdk/jdk,de00cc778caa2f8777ab5a64b2827c1d1bee7b33;6504983459c6a85b328efd9a245d1a5eb8d50771;a3f3f797b5b88ec7ba2e24ac43564c99c4c2f934;6d2dd6f4837550915405e2bb94cea9a0c407bf72
apache/shardingsphere,6ba04e7893dc64cfd657665578405fed6741d9d1;8aad379c61c1a3a14797192741093977bf558552;367ce3d7ced673a5eec76b04bb18d4338b7e8553;5bb9e28ba4811d2590a0c113c9b681ea3406ee91;b99668c759ca546ed605f4e29d17c6504240485c
anuken/mindustry,32a1d91faf502bcfbfc171a16327f1d49fda3a2c
hapifhir/hapi-fhir,5c7907dfeae332a05f06d63dab7734e527455df4
nirmalsilwal/data-structure-and-algorithm-java-interview-kit,2acce5086581e5d6b808d85da4a61ea96d9fd393
dlsc-software-consulting-gmbh/workbenchfx,ae166f4ee479b7a2de489f0a802d156a2fee5f5d
ultimate-pa/ultimate,01a7f49fed91d1ebad6f79117f2917df7c476f8e;47adba0bcc1620dd583490251eafdb49ec8aa4dc
farkam135/goiv,cace5ec44c87c225848fd5c96af5c66bcfae1a73
paranoiduser/codewars-handbook,9c6e2ba25679a8f900b2a5c017b4bd610f3c779c;6261b73f414ff9ff9ee2b5fc56bd5961538f822f;96635328c490cc8bbf859e1788ccac75605189f2;22899b99938710dbaa0dcba6141854196dc84b2b;3d943beaeabb9a030106858a9358d01fe0f5726b
freecol/freecol,d62178e421f582de0958686326dc658fe3283296;9cf87c008e30dac9e39ae0db709ad58796a0ca73;5dd5534a264a2683e6115d78054e0257edc4f43f;ff0c3b2254cb4533ec68f0d8f2df9801c49d8497;8d580f8233aa2e8ba668e774546a7b1f7263819d;1d0a7b8a9c226f92e3ca1a7da9b417c83455bfc9
esaulpaugh/headlong,22bc215c78f0d8267dae3542fc5310cec8e98a2e;a54bd1b526c66e3de4b034bbc8eafd6abb5be7e9
apache/ignite-3,b68b1564a8305411ebccd3027392cd07c3331718
gngrorg/gngr,8c3e76b1c3761c5ed1b9a2bda604b9a453ae1322
pkainulainen/test-with-spring,5ab2d60e5f9479cbe6945b79367428a96e45ef5a
myersresearchgroup/ibiosim,ed245d79b1be6d2ed516548483cd88a7d2fbb749;28c560144905caceb284d17f6c46469670d5c8ae
sonaropencommunity/sonar-cxx,da22c8329a817e97a41795f9c7555cb0cca058a5;059d6c3ea4baef36f84a9859cc6592d19f849744;545557c081b3319e5181fdfd98887fb53edf9d1b;ea718bf2ec08bef0a63579e357f256ddee6e8c9e;2ed1a1c01499db54de2693cae89f56077c8347ab;8deba8767e04acb5939dc1d92533f51d0d482e70
tencent/hippy,ffe715d50aed02017e1ea4d5592ed2fa7ce57eba
minerllabs/minerl,fc4f7b82d4cdb51d6cefdf22d6b7356eb64ff0d9
agricraft/agricraft,45c0a41cf593f4cc2d3cf7e8bd7c93f104c65ae1
trinodb/trino,f8c51c3adc5bc341e9e598e0ffd73483e508d875
yubico/java-webauthn-server,d57affa4a1d0430a2486456fa0b4615ea1339ed2
mozilla-mobile/firefoxlite,0ad9d19a71db3ba9528c2bcbdb158c8f01b17b18;47a80f8b6e15add6aa60603473358101be3a6138;3a9086a4abb8091588cd882ad64a2e6aba2e3e59;401e02452b8d3c545bc5bbbc91c0df639fb9b3fa
ctripcorp/x-pipe,d8fd4a230a797266917bec71eeec69f6434a60ed
crawljax/crawljax,e1e702c219a847781d23bd64f79058e01a9ec4ed
apache/gobblin,0a49cdb7db62171a1abcfdbb1934a24477807812
react-native-tvos/react-native-tvos,d0135540835b7fe9e95336d800227c5f61a52721;dd49f9e0bc10cf3bc4cc86015823c4a7a6e297ae;65120d70527fc5c4ec958dae5a61ea5004417291;b3ac5f06d235dff5f879e4eaa5a4366096cf5c34;672528ffde3b467ccdfd6b1ce0352f150b20c922
mathgladiator/adama-lang,6ce979f9650949d6df603272efdd7c40a0945c2f
apache/lucene,b1eb460b7ed0fe5be97a5d145f4f21f7e96ecc38
apache/solr,b1eb460b7ed0fe5be97a5d145f4f21f7e96ecc38
dromara/hutool,9aef56a9737808c74ff6898d77b162be9fa6e032;d5718240cc21b6894c3b9e6d25f693498da20a1b;d67e1c567df9df4e4f9bb408884cc26e0cc66823
legacy-fabric/fabric,a5d709c3e188414991202fa6ee5864f953fc6841
fabricmc/yarn,25d67cd049e32d12171dc389f6b9fa8a5bb6f8e3
hurence/logisland,9b15efd71f26183c7c8fa7a211ece38f32dd496d
abixen/abixen-platform,9d645ac15ca5db9bf86100473030de63f2e476e8;707a28e76c0138fc7d687dcdf336dab002271d60;5fe44051480d476396605d92cc49db1c8a716e6b
vaticle/typedb,e0f6a3ec6d6619e7fb7bf200c191a6f8f97cdb06
tencent/tencentkona-11,de00cc778caa2f8777ab5a64b2827c1d1bee7b33;6504983459c6a85b328efd9a245d1a5eb8d50771;a3f3f797b5b88ec7ba2e24ac43564c99c4c2f934;6d2dd6f4837550915405e2bb94cea9a0c407bf72
opensearch-project/opensearch,b3a4a89151175f23ff4f09202c28e35a87d0da42;7192c4630772fc205ca005648adf9667dbd48d17
deepjavalibrary/djl,0332b4c8140f762481eeb53a0c54f28635e389ad
apache/dolphinscheduler,7413b578410a53c4839920edfdf98ac89344b959;b2a2fbda1d25c4eb18cf58ceb6d062b74855cedd;73b0eaa99928f01c512b2feaa87d23b4a14f3485;0c8d08cbaa0636ef93cbcb01c43a34f002bb7fdb;4d553603ee95d166811fc45edadd736aa1853af3
eclipse-openj9/openj9,86d4e6aa064d0d94d6681dfd3dfd2df2762e4bbe;92877c7dca6e654ffac79cf9c43426f219a4d8f5
poslavskysv/rings,d15750b2da356628ac8647987421c787dd965b74
exomiser/exomiser,721c1bba5c638d48094e894c63270cebec112503
maplibre/maplibre-navigation-android,2975aea4cbe359bc5916c91fcc18e629f2fdf045
astrazeneca-ngs/vardictjava,fc923903049e9cd983e9e93cf55b45cfaf8e32dc
openjdk/zgc,de00cc778caa2f8777ab5a64b2827c1d1bee7b33;6504983459c6a85b328efd9a245d1a5eb8d50771;a3f3f797b5b88ec7ba2e24ac43564c99c4c2f934;6d2dd6f4837550915405e2bb94cea9a0c407bf72
openjdk/jdk17,de00cc778caa2f8777ab5a64b2827c1d1bee7b33;6504983459c6a85b328efd9a245d1a5eb8d50771;a3f3f797b5b88ec7ba2e24ac43564c99c4c2f934;6d2dd6f4837550915405e2bb94cea9a0c407bf72
papermc/paper,d95ac585d4fe48c0b6e66d3c0f1ac8aca0d1cc62;3d43c5e50077ac7fa1e68cf7a7add0ac77768a61
mindustry-antigrief/mindustry-client,32a1d91faf502bcfbfc171a16327f1d49fda3a2c
streamsets/datacollector-oss,4cf96872faa0af53b6fc95ed952fb207db71e86d;77e183d002c3b0ed62855d0d809c6f10e394e2ed
convex-dev/convex,5f40f5994dc253e8e902968a4c2bcbc1dbf460ef;270fdbc83144aa2d1c699b0bc5946008b997eb7d;7e29aad42b4b2befa36c7d1940e473d960c9914e
opensearch-project/sql,03e4f97b4f41074d9bf79584a36a56bf90ee221c
deephaven/deephaven-core,f1d8922cbf6f3b02156d956b533dcd82230be2c6;491be6befb38035b19a847bde47579cf6737904d
josm/josm,5fe5203684be3a791edc9e0966f3f7b9cef775c0
