Name,FullName,URL,Stars,Commits
MusicBot,jagrosh/MusicBot,https://github.com/jagrosh/MusicBot,4450,7633
jeepay,jeequan/jeepay,https://github.com/jeequan/jeepay,4448,5899
libsvm,cjlin1/libsvm,https://github.com/cjlin1/libsvm,4443,8983
JSON-java,stleary/JSON-java,https://github.com/stleary/JSON-java,4442,2390
android-times-square,square/android-times-square,https://github.com/square/android-times-square,4441,1541
SpringBoot-Shiro-Vue,Heeexy/SpringBoot-Shiro-Vue,https://github.com/Heeexy/SpringBoot-Shiro-Vue,4435,410
small-spring,fuzhengwei/small-spring,https://github.com/fuzhengwei/small-spring,4433,10594
react-native-webrtc,react-native-webrtc/react-native-webrtc,https://github.com/react-native-webrtc/react-native-webrtc,4427,432072
android-mvp-architecture,janishar/android-mvp-architecture,https://github.com/janishar/android-mvp-architecture,4427,6155
runelite,runelite/runelite,https://github.com/runelite/runelite,4427,69027
microservices-platform,zlt2000/microservices-platform,https://github.com/zlt2000/microservices-platform,4406,300761
mockserver,mock-server/mockserver,https://github.com/mock-server/mockserver,4398,51876
DesignPattern,youlookwhat/DesignPattern,https://github.com/youlookwhat/DesignPattern,4391,4512
sodium-fabric,CaffeineMC/sodium-fabric,https://github.com/CaffeineMC/sodium-fabric,4389,6259
dynamic-datasource,baomidou/dynamic-datasource,https://github.com/baomidou/dynamic-datasource,4383,1126
azkaban,azkaban/azkaban,https://github.com/azkaban/azkaban,4379,57554
GT,Tencent/GT,https://github.com/Tencent/GT,4376,21307
Robust,Meituan-Dianping/Robust,https://github.com/Meituan-Dianping/Robust,4376,26253
spring-reading,xuchengsheng/spring-reading,https://github.com/xuchengsheng/spring-reading,4374,2089
oshi,oshi/oshi,https://github.com/oshi/oshi,4363,315000
java-algorithms-implementation,phishman3579/java-algorithms-implementation,https://github.com/phishman3579/java-algorithms-implementation,4357,1487
BottomNavigation,Ashok-Varma/BottomNavigation,https://github.com/Ashok-Varma/BottomNavigation,4355,3928
GCViewer,chewiebug/GCViewer,https://github.com/chewiebug/GCViewer,4352,6744
openai-java,TheoKanning/openai-java,https://github.com/TheoKanning/openai-java,4346,553
Geyser,GeyserMC/Geyser,https://github.com/GeyserMC/Geyser,4335,25146
AndroidHttpCapture,JZ-Darkal/AndroidHttpCapture,https://github.com/JZ-Darkal/AndroidHttpCapture,4323,5880
javacpp,bytedeco/javacpp,https://github.com/bytedeco/javacpp,4308,10126
BGARefreshLayout-Android,bingoogolapple/BGARefreshLayout-Android,https://github.com/bingoogolapple/BGARefreshLayout-Android,4305,7561
spring-cloud-gateway,spring-cloud/spring-cloud-gateway,https://github.com/spring-cloud/spring-cloud-gateway,4305,11543
ForestBlog,saysky/ForestBlog,https://github.com/saysky/ForestBlog,4304,52199
epic,tiann/epic,https://github.com/tiann/epic,4301,558
android-volley,mcxiaoke/android-volley,https://github.com/mcxiaoke/android-volley,4299,952
killbill,killbill/killbill,https://github.com/killbill/killbill,4295,680753
moco,dreamhead/moco,https://github.com/dreamhead/moco,4289,6018
ImagePicker,jeasonlzy/ImagePicker,https://github.com/jeasonlzy/ImagePicker,4284,21059
concurrent,RedSpider1/concurrent,https://github.com/RedSpider1/concurrent,4279,12595
strimzi-kafka-operator,strimzi/strimzi-kafka-operator,https://github.com/strimzi/strimzi-kafka-operator,4278,70890
coursera-android,aporter/coursera-android,https://github.com/aporter/coursera-android,4273,22558
AndroidTutorialForBeginners,hussien89aa/AndroidTutorialForBeginners,https://github.com/hussien89aa/AndroidTutorialForBeginners,4263,688
micrometer,micrometer-metrics/micrometer,https://github.com/micrometer-metrics/micrometer,4262,33270
liquibase,liquibase/liquibase,https://github.com/liquibase/liquibase,4260,156822
android-autofittextview,grantland/android-autofittextview,https://github.com/grantland/android-autofittextview,4249,1190
calcite,apache/calcite,https://github.com/apache/calcite,4249,97159
wgcloud,tianshiyeben/wgcloud,https://github.com/tianshiyeben/wgcloud,4245,47878
TelegramBots,rubenlagus/TelegramBots,https://github.com/rubenlagus/TelegramBots,4236,3180
shiro,apache/shiro,https://github.com/apache/shiro,4231,29028
CircleIndicator,ongakuer/CircleIndicator,https://github.com/ongakuer/CircleIndicator,4230,4407
ShineButton,ChadCSong/ShineButton,https://github.com/ChadCSong/ShineButton,4219,2525
nifi,apache/nifi,https://github.com/apache/nifi,4218,247928
blog_demos,zq2599/blog_demos,https://github.com/zq2599/blog_demos,4216,205681
tx-lcn,codingapi/tx-lcn,https://github.com/codingapi/tx-lcn,4208,14551
InternetArchitect,bjmashibing/InternetArchitect,https://github.com/bjmashibing/InternetArchitect,4200,298764
java-learning,brianway/java-learning,https://github.com/brianway/java-learning,4190,800
mall4j,gz-yami/mall4j,https://github.com/gz-yami/mall4j,4190,16439
CoordinatorTabLayout,hugeterry/CoordinatorTabLayout,https://github.com/hugeterry/CoordinatorTabLayout,4190,11528
JKeyboardPanelSwitch,Jacksgong/JKeyboardPanelSwitch,https://github.com/Jacksgong/JKeyboardPanelSwitch,4184,24090
Gadgetbridge,Freeyourgadget/Gadgetbridge,https://github.com/Freeyourgadget/Gadgetbridge,4180,43522
iotdb,apache/iotdb,https://github.com/apache/iotdb,4175,231205
jpexs-decompiler,jindrapetrik/jpexs-decompiler,https://github.com/jindrapetrik/jpexs-decompiler,4169,271319
hertzbeat,dromara/hertzbeat,https://github.com/dromara/hertzbeat,4164,212608
BGABanner-Android,bingoogolapple/BGABanner-Android,https://github.com/bingoogolapple/BGABanner-Android,4157,40637
FloatWindow,yhaolpz/FloatWindow,https://github.com/yhaolpz/FloatWindow,4157,1002
frontend-maven-plugin,eirslett/frontend-maven-plugin,https://github.com/eirslett/frontend-maven-plugin,4136,1257
StepView,baoyachi/StepView,https://github.com/baoyachi/StepView,4132,16297
aviatorscript,killme2008/aviatorscript,https://github.com/killme2008/aviatorscript,4130,12764
wvp-GB28181-pro,648540858/wvp-GB28181-pro,https://github.com/648540858/wvp-GB28181-pro,4126,40410
--,981011512/--,https://github.com/981011512/--,4125,17027
OsmAnd,osmandapp/OsmAnd,https://github.com/osmandapp/OsmAnd,4122,839144
MifareClassicTool,ikarus23/MifareClassicTool,https://github.com/ikarus23/MifareClassicTool,4119,7483
powermock,powermock/powermock,https://github.com/powermock/powermock,4114,5949
Tangram-Android,alibaba/Tangram-Android,https://github.com/alibaba/Tangram-Android,4109,1604
opengrok,oracle/opengrok,https://github.com/oracle/opengrok,4094,447146
megabasterd,tonikelope/megabasterd,https://github.com/tonikelope/megabasterd,4087,85150
LoadingDrawable,dinuscxj/LoadingDrawable,https://github.com/dinuscxj/LoadingDrawable,4084,13846
logisim-evolution,logisim-evolution/logisim-evolution,https://github.com/logisim-evolution/logisim-evolution,4082,109685
hmily,dromara/hmily,https://github.com/dromara/hmily,4078,3787
ExpandableTextView,Manabu-GT/ExpandableTextView,https://github.com/Manabu-GT/ExpandableTextView,4075,4287
flink-recommandSystem-demo,will-che/flink-recommandSystem-demo,https://github.com/will-che/flink-recommandSystem-demo,4064,4692
ViewPagerCards,rubensousa/ViewPagerCards,https://github.com/rubensousa/ViewPagerCards,4062,105
jodd,oblac/jodd,https://github.com/oblac/jodd,4051,42807
maven,apache/maven,https://github.com/apache/maven,4049,59807
JDA,discord-jda/JDA,https://github.com/discord-jda/JDA,4038,32940
Ant-Media-Server,ant-media/Ant-Media-Server,https://github.com/ant-media/Ant-Media-Server,4030,1083279
CC,luckybilly/CC,https://github.com/luckybilly/CC,4030,32435
library,ddd-by-examples/library,https://github.com/ddd-by-examples/library,4029,48023
jitsi,jitsi/jitsi,https://github.com/jitsi/jitsi,4027,579546
Phoenix,Yalantis/Phoenix,https://github.com/Yalantis/Phoenix,4023,663
spring-boot-starter,mybatis/spring-boot-starter,https://github.com/mybatis/spring-boot-starter,4020,14326
Bolts-Android,BoltsFramework/Bolts-Android,https://github.com/BoltsFramework/Bolts-Android,4013,476
FloatingActionButton,makovkastar/FloatingActionButton,https://github.com/makovkastar/FloatingActionButton,4010,11228
tiny-spring,code4craft/tiny-spring,https://github.com/code4craft/tiny-spring,4007,638
greys-anatomy,oldmanpushcart/greys-anatomy,https://github.com/oldmanpushcart/greys-anatomy,3991,1769
TwinklingRefreshLayout,lcodecorex/TwinklingRefreshLayout,https://github.com/lcodecorex/TwinklingRefreshLayout,3991,82617
h2database,h2database/h2database,https://github.com/h2database/h2database,3989,90378
BadgeView,qstumn/BadgeView,https://github.com/qstumn/BadgeView,3985,9326
javassist,jboss-javassist/javassist,https://github.com/jboss-javassist/javassist,3984,30408
malmo,microsoft/malmo,https://github.com/microsoft/malmo,3981,28835
open-location-code,google/open-location-code,https://github.com/google/open-location-code,3979,4503
XCL-Charts,xcltapestry/XCL-Charts,https://github.com/xcltapestry/XCL-Charts,3972,127035
jacoco,jacoco/jacoco,https://github.com/jacoco/jacoco,3948,10322
RxJavaSamples,rengwuxian/RxJavaSamples,https://github.com/rengwuxian/RxJavaSamples,3947,4613
bistoury,qunarcorp/bistoury,https://github.com/qunarcorp/bistoury,3947,32465
dubbo-admin,apache/dubbo-admin,https://github.com/apache/dubbo-admin,3941,14282
SmartCropper,pqpo/SmartCropper,https://github.com/pqpo/SmartCropper,3936,249116
jstorm,alibaba/jstorm,https://github.com/alibaba/jstorm,3925,108125
android-iconify,JoanZapata/android-iconify,https://github.com/JoanZapata/android-iconify,3923,3689
GuideView,binIoter/GuideView,https://github.com/binIoter/GuideView,3914,7068
crate,crate/crate,https://github.com/crate/crate,3885,145671
tech-weekly,mercyblitz/tech-weekly,https://github.com/mercyblitz/tech-weekly,3884,19749
RichText,zzhoujay/RichText,https://github.com/zzhoujay/RichText,3880,2485
maxwell,zendesk/maxwell,https://github.com/zendesk/maxwell,3878,25206
serve,pytorch/serve,https://github.com/pytorch/serve,3868,92192
interviewGuide,NotFound9/interviewGuide,https://github.com/NotFound9/interviewGuide,3867,62214
WePush,rememberber/WePush,https://github.com/rememberber/WePush,3865,45759
learning-spark,databricks/learning-spark,https://github.com/databricks/learning-spark,3863,370
ahbottomnavigation,aurelhubert/ahbottomnavigation,https://github.com/aurelhubert/ahbottomnavigation,3850,5644
chunjun,DTStack/chunjun,https://github.com/DTStack/chunjun,3848,126907
LeetCode-Book,krahets/LeetCode-Book,https://github.com/krahets/LeetCode-Book,3828,849
MaterialSearchView,MiguelCatalan/MaterialSearchView,https://github.com/MiguelCatalan/MaterialSearchView,3826,4665
lilishop,lilishop/lilishop,https://github.com/lilishop/lilishop,3819,48831
XposedInstaller,rovo89/XposedInstaller,https://github.com/rovo89/XposedInstaller,3816,18977
db-tutorial,dunwu/db-tutorial,https://github.com/dunwu/db-tutorial,3814,13424
android,nextcloud/android,https://github.com/nextcloud/android,3807,469839
spring-boot-best-practice,javastacks/spring-boot-best-practice,https://github.com/javastacks/spring-boot-best-practice,3797,232
Launcher3,amirzaidi/Launcher3,https://github.com/amirzaidi/Launcher3,3796,129066
CircleProgress,lzyzsd/CircleProgress,https://github.com/lzyzsd/CircleProgress,3791,2538
DataMiningAlgorithm,linyiqun/DataMiningAlgorithm,https://github.com/linyiqun/DataMiningAlgorithm,3784,535
poi-tl,Sayi/poi-tl,https://github.com/Sayi/poi-tl,3784,102766
sofa-rpc,sofastack/sofa-rpc,https://github.com/sofastack/sofa-rpc,3780,3901
roboguice,roboguice/roboguice,https://github.com/roboguice/roboguice,3779,70278
IoT-Technical-Guide,IoT-Technology/IoT-Technical-Guide,https://github.com/IoT-Technology/IoT-Technical-Guide,3767,1361
effective-java-3e-source-code,jbloch/effective-java-3e-source-code,https://github.com/jbloch/effective-java-3e-source-code,3759,89
ipscan,angryip/ipscan,https://github.com/angryip/ipscan,3758,117444
SuperTextView,lygttpod/SuperTextView,https://github.com/lygttpod/SuperTextView,3756,25933
MarqueeView,sunfusheng/MarqueeView,https://github.com/sunfusheng/MarqueeView,3753,12351
camunda-bpm-platform,camunda/camunda-bpm-platform,https://github.com/camunda/camunda-bpm-platform,3749,155720
xboot,Exrick/xboot,https://github.com/Exrick/xboot,3748,5309
sticky-headers-recyclerview,timehop/sticky-headers-recyclerview,https://github.com/timehop/sticky-headers-recyclerview,3741,337
djl,deepjavalibrary/djl,https://github.com/deepjavalibrary/djl,3741,46580
Guns,stylefeng/Guns,https://github.com/stylefeng/Guns,3732,20263
XChange,knowm/XChange,https://github.com/knowm/XChange,3731,48479
LiveEventBus,JeremyLiao/LiveEventBus,https://github.com/JeremyLiao/LiveEventBus,3730,2678
jetty.project,jetty/jetty.project,https://github.com/jetty/jetty.project,3719,246713
mpush,mpusher/mpush,https://github.com/mpusher/mpush,3713,2595
NoHttp,yanzhenjie/NoHttp,https://github.com/yanzhenjie/NoHttp,3707,54486
CustomActivityOnCrash,Ereza/CustomActivityOnCrash,https://github.com/Ereza/CustomActivityOnCrash,3696,622
StylishMusicPlayer,ryanhoo/StylishMusicPlayer,https://github.com/ryanhoo/StylishMusicPlayer,3690,2929
DSBridge-Android,wendux/DSBridge-Android,https://github.com/wendux/DSBridge-Android,3689,902
ASimpleCache,yangfuhai/ASimpleCache,https://github.com/yangfuhai/ASimpleCache,3681,719
Leetcode,fishercoder1534/Leetcode,https://github.com/fishercoder1534/Leetcode,3666,8835
atmosphere,Atmosphere/atmosphere,https://github.com/Atmosphere/atmosphere,3661,113254
java-developer-roadmap,s4kibs4mi/java-developer-roadmap,https://github.com/s4kibs4mi/java-developer-roadmap,3659,4609
jmonkeyengine,jMonkeyEngine/jmonkeyengine,https://github.com/jMonkeyEngine/jmonkeyengine,3654,971701
ChatKit,stfalcon-studio/ChatKit,https://github.com/stfalcon-studio/ChatKit,3653,6136
android-common,litesuits/android-common,https://github.com/litesuits/android-common,3643,594
SwipeDelMenuLayout,mcxtzhang/SwipeDelMenuLayout,https://github.com/mcxtzhang/SwipeDelMenuLayout,3642,5660
incubator-heron,apache/incubator-heron,https://github.com/apache/incubator-heron,3638,183934
incubator-streampark,apache/incubator-streampark,https://github.com/apache/incubator-streampark,3628,57715
midjourney-proxy,novicezk/midjourney-proxy,https://github.com/novicezk/midjourney-proxy,3624,5760
CompreFace,exadel-inc/CompreFace,https://github.com/exadel-inc/CompreFace,3619,530733
Play-with-Algorithms,liuyubobobo/Play-with-Algorithms,https://github.com/liuyubobobo/Play-with-Algorithms,3617,112003
IDDD_Samples,VaughnVernon/IDDD_Samples,https://github.com/VaughnVernon/IDDD_Samples,3614,546
emojicon,rockerhieu/emojicon,https://github.com/rockerhieu/emojicon,3611,9713
screw,pingfangushi/screw,https://github.com/pingfangushi/screw,3599,2092
ExplosionField,tyrantgit/ExplosionField,https://github.com/tyrantgit/ExplosionField,3599,1570
Terasology,MovingBlocks/Terasology,https://github.com/MovingBlocks/Terasology,3599,305558
ripme,RipMeApp/ripme,https://github.com/RipMeApp/ripme,3597,4140
DropDownMenu,dongjunkun/DropDownMenu,https://github.com/dongjunkun/DropDownMenu,3590,14892
android-stackblur,kikoso/android-stackblur,https://github.com/kikoso/android-stackblur,3584,6716
kylin,apache/kylin,https://github.com/apache/kylin,3580,524974
light-4j,networknt/light-4j,https://github.com/networknt/light-4j,3577,10902
AndServer,yanzhenjie/AndServer,https://github.com/yanzhenjie/AndServer,3576,6648
databus,linkedin/databus,https://github.com/linkedin/databus,3575,51191
allure2,allure-framework/allure2,https://github.com/allure-framework/allure2,3574,14004
floatingsearchview,arimorty/floatingsearchview,https://github.com/arimorty/floatingsearchview,3548,7915
FlexibleAdapter,davideas/FlexibleAdapter,https://github.com/davideas/FlexibleAdapter,3544,10850
java-tron,tronprotocol/java-tron,https://github.com/tronprotocol/java-tron,3540,208562
RecyclerViewPager,lsjwzh/RecyclerViewPager,https://github.com/lsjwzh/RecyclerViewPager,3534,3248
data-transfer-project,google/data-transfer-project,https://github.com/google/data-transfer-project,3532,9979
netty-learning,code4craft/netty-learning,https://github.com/code4craft/netty-learning,3531,3362
AppUpdate,WVector/AppUpdate,https://github.com/WVector/AppUpdate,3529,50788
hackpad,dropbox/hackpad,https://github.com/dropbox/hackpad,3526,110132
Music-Player,andremion/Music-Player,https://github.com/andremion/Music-Player,3512,24772
SwipeMenuListView,baoyongzhang/SwipeMenuListView,https://github.com/baoyongzhang/SwipeMenuListView,3509,1854
guide-rpc-framework,Snailclimb/guide-rpc-framework,https://github.com/Snailclimb/guide-rpc-framework,3508,4364
android-maps-utils,googlemaps/android-maps-utils,https://github.com/googlemaps/android-maps-utils,3505,15586
geoserver,geoserver/geoserver,https://github.com/geoserver/geoserver,3500,298148
vertx-examples,vert-x3/vertx-examples,https://github.com/vert-x3/vertx-examples,3497,51281
undertow,undertow-io/undertow,https://github.com/undertow-io/undertow,3495,26573
GeekNews,codeestX/GeekNews,https://github.com/codeestX/GeekNews,3489,83845
react-native-share,react-native-share/react-native-share,https://github.com/react-native-share/react-native-share,3487,12286
Android,hmkcode/Android,https://github.com/hmkcode/Android,3483,1841
Alink,alibaba/Alink,https://github.com/alibaba/Alink,3462,19224
NewbieGuide,huburt-Hu/NewbieGuide,https://github.com/huburt-Hu/NewbieGuide,3455,795
bitcoin-wallet,bitcoin-wallet/bitcoin-wallet,https://github.com/bitcoin-wallet/bitcoin-wallet,3448,41407
SeeWeather,xcc3641/SeeWeather,https://github.com/xcc3641/SeeWeather,3445,16083
My-Blog,ZHENFENG13/My-Blog,https://github.com/ZHENFENG13/My-Blog,3445,30373
Android-BluetoothKit,dingjikerbo/Android-BluetoothKit,https://github.com/dingjikerbo/Android-BluetoothKit,3443,3989
LoadSir,KingJA/LoadSir,https://github.com/KingJA/LoadSir,3439,4024
SSM,crossoverJie/SSM,https://github.com/crossoverJie/SSM,3439,4404
pixel-dungeon,watabou/pixel-dungeon,https://github.com/watabou/pixel-dungeon,3436,8161
openhab1-addons,openhab/openhab1-addons,https://github.com/openhab/openhab1-addons,3435,244412
giffun,guolindev/giffun,https://github.com/guolindev/giffun,3434,7432
JCTools,JCTools/JCTools,https://github.com/JCTools/JCTools,3433,7886
jackson-databind,FasterXML/jackson-databind,https://github.com/FasterXML/jackson-databind,3430,77340
sofa-jraft,sofastack/sofa-jraft,https://github.com/sofastack/sofa-jraft,3422,3539
aurora,linhaojun857/aurora,https://github.com/linhaojun857/aurora,3418,5840
AlgoDS,sherxon/AlgoDS,https://github.com/sherxon/AlgoDS,3417,1585
libstreaming,fyhertz/libstreaming,https://github.com/fyhertz/libstreaming,3416,1537
BottomNavigationViewEx,ittianyu/BottomNavigationViewEx,https://github.com/ittianyu/BottomNavigationViewEx,3411,1770
tablesaw,jtablesaw/tablesaw,https://github.com/jtablesaw/tablesaw,3406,66160
Android-Week-View,alamkanak/Android-Week-View,https://github.com/alamkanak/Android-Week-View,3402,814
spring-cloud-kubernetes,spring-cloud/spring-cloud-kubernetes,https://github.com/spring-cloud/spring-cloud-kubernetes,3398,56896
novel-plus,201206030/novel-plus,https://github.com/201206030/novel-plus,3392,42648
JavaEETest,lenve/JavaEETest,https://github.com/lenve/JavaEETest,3391,27714
LQRWeChat,GitLqr/LQRWeChat,https://github.com/GitLqr/LQRWeChat,3389,120743
android-hidden-api,anggrayudi/android-hidden-api,https://github.com/anggrayudi/android-hidden-api,3385,334963
shattered-pixel-dungeon,00-Evan/shattered-pixel-dungeon,https://github.com/00-Evan/shattered-pixel-dungeon,3374,150492
shopizer,shopizer-ecommerce/shopizer,https://github.com/shopizer-ecommerce/shopizer,3366,565927
MyBatis-Spring-Boot,abel533/MyBatis-Spring-Boot,https://github.com/abel533/MyBatis-Spring-Boot,3361,152
volley,google/volley,https://github.com/google/volley,3352,1421
RxAndroidBle,dariuszseweryn/RxAndroidBle,https://github.com/dariuszseweryn/RxAndroidBle,3348,2984
archi,ivacf/archi,https://github.com/ivacf/archi,3333,1454
helidon,helidon-io/helidon,https://github.com/helidon-io/helidon,3332,90967
migration,phodal/migration,https://github.com/phodal/migration,3326,6167
DDComponentForAndroid,luojilab/DDComponentForAndroid,https://github.com/luojilab/DDComponentForAndroid,3326,1060
RoaringBitmap,RoaringBitmap/RoaringBitmap,https://github.com/RoaringBitmap/RoaringBitmap,3326,89535
unidbg,zhkl0228/unidbg,https://github.com/zhkl0228/unidbg,3319,589527
http-request,kevinsawicki/http-request,https://github.com/kevinsawicki/http-request,3313,1678
BubbleSeekBar,woxingxiao/BubbleSeekBar,https://github.com/woxingxiao/BubbleSeekBar,3310,43994
initializr,spring-io/initializr,https://github.com/spring-io/initializr,3308,10614
jabref,JabRef/jabref,https://github.com/JabRef/jabref,3303,223228
99-problems,shekhargulati/99-problems,https://github.com/shekhargulati/99-problems,3303,386
igniter,trojan-gfw/igniter,https://github.com/trojan-gfw/igniter,3302,17590
ffmpeg-android-java,WritingMinds/ffmpeg-android-java,https://github.com/WritingMinds/ffmpeg-android-java,3300,90083
java,kubernetes-client/java,https://github.com/kubernetes-client/java,3299,38249
actor-platform,actorapp/actor-platform,https://github.com/actorapp/actor-platform,3294,340190
spotbugs,spotbugs/spotbugs,https://github.com/spotbugs/spotbugs,3281,144025
chatgpt-java,PlexPt/chatgpt-java,https://github.com/PlexPt/chatgpt-java,3276,353
jvm-serializers,eishay/jvm-serializers,https://github.com/eishay/jvm-serializers,3273,209673
jvm-tools,aragozin/jvm-tools,https://github.com/aragozin/jvm-tools,3269,5659
red5-server,Red5/red5-server,https://github.com/Red5/red5-server,3267,104542
hope-boot,java-aodeng/hope-boot,https://github.com/java-aodeng/hope-boot,3257,13973
JavaSourceCodeLearning,coderbruis/JavaSourceCodeLearning,https://github.com/coderbruis/JavaSourceCodeLearning,3254,8297
LeafPic,UnevenSoftware/LeafPic,https://github.com/UnevenSoftware/LeafPic,3254,10544
grpc-spring,grpc-ecosystem/grpc-spring,https://github.com/grpc-ecosystem/grpc-spring,3248,3526
ftgo-application,microservices-patterns/ftgo-application,https://github.com/microservices-patterns/ftgo-application,3244,1144
kubernetes-client,fabric8io/kubernetes-client,https://github.com/fabric8io/kubernetes-client,3242,487922
logging-log4j2,apache/logging-log4j2,https://github.com/apache/logging-log4j2,3234,77458
Android-Tips,tangqi92/Android-Tips,https://github.com/tangqi92/Android-Tips,3232,267
1brc,gunnarmorling/1brc,https://github.com/gunnarmorling/1brc,3232,2585
leetcode,gouthampradhan/leetcode,https://github.com/gouthampradhan/leetcode,3230,876
incubator-kie-optaplanner,apache/incubator-kie-optaplanner,https://github.com/apache/incubator-kie-optaplanner,3229,244759
mlkit,googlesamples/mlkit,https://github.com/googlesamples/mlkit,3227,47687
jfinal,jfinal/jfinal,https://github.com/jfinal/jfinal,3226,3355
GalleryFinal,pengjianbo/GalleryFinal,https://github.com/pengjianbo/GalleryFinal,3223,55339
librec,guoguibing/librec,https://github.com/guoguibing/librec,3214,87642
cobar,alibaba/cobar,https://github.com/alibaba/cobar,3213,9021
linkis,apache/linkis,https://github.com/apache/linkis,3208,89933
AndroidViewHover,daimajia/AndroidViewHover,https://github.com/daimajia/AndroidViewHover,3205,7103
dynamic-tp,dromara/dynamic-tp,https://github.com/dromara/dynamic-tp,3202,15865
openj9,eclipse-openj9/openj9,https://github.com/eclipse-openj9/openj9,3202,165135
marshalsec,mbechler/marshalsec,https://github.com/mbechler/marshalsec,3199,466
drag-sort-listview,bauerca/drag-sort-listview,https://github.com/bauerca/drag-sort-listview,3198,2461
android,cSploit/android,https://github.com/cSploit/android,3197,39651
AxonFramework,AxonFramework/AxonFramework,https://github.com/AxonFramework/AxonFramework,3195,43788
PRDownloader,amitshekhariitbhu/PRDownloader,https://github.com/amitshekhariitbhu/PRDownloader,3191,470
MyPerf4J,LinShunKang/MyPerf4J,https://github.com/LinShunKang/MyPerf4J,3185,1203
network-connection-class,facebookarchive/network-connection-class,https://github.com/facebookarchive/network-connection-class,3182,248
fernflower,fesh0r/fernflower,https://github.com/fesh0r/fernflower,3177,6263
citypicker,crazyandcoder/citypicker,https://github.com/crazyandcoder/citypicker,3174,1842
Java8InAction,java8/Java8InAction,https://github.com/java8/Java8InAction,3173,112
AndEngine,nicolasgramlich/AndEngine,https://github.com/nicolasgramlich/AndEngine,3173,23510
WukongCRM-11.0-JAVA,WuKongOpenSource/WukongCRM-11.0-JAVA,https://github.com/WuKongOpenSource/WukongCRM-11.0-JAVA,3167,114411
GsonFormat,zzz40500/GsonFormat,https://github.com/zzz40500/GsonFormat,3166,4212
StickerCamera,Skykai521/StickerCamera,https://github.com/Skykai521/StickerCamera,3166,9482
TextDrawable,amulyakhare/TextDrawable,https://github.com/amulyakhare/TextDrawable,3163,1148
afinal,yangfuhai/afinal,https://github.com/yangfuhai/afinal,3161,4234
react-native-notifications,wix/react-native-notifications,https://github.com/wix/react-native-notifications,3156,11005
ActionBar-PullToRefresh,chrisbanes/ActionBar-PullToRefresh,https://github.com/chrisbanes/ActionBar-PullToRefresh,3155,3628
VideoPlayerManager,danylovolokh/VideoPlayerManager,https://github.com/danylovolokh/VideoPlayerManager,3147,236448
Highlight,hongyangAndroid/Highlight,https://github.com/hongyangAndroid/Highlight,3140,2985
android-mvp-mvvm-flytour,mxdldev/android-mvp-mvvm-flytour,https://github.com/mxdldev/android-mvp-mvvm-flytour,3133,35177
akhq,tchiotludo/akhq,https://github.com/tchiotludo/akhq,3131,24779
TV,FongMi/TV,https://github.com/FongMi/TV,3126,196280
YCAppTool,yangchong211/YCAppTool,https://github.com/yangchong211/YCAppTool,3126,191246
MarsDaemon,Marswin/MarsDaemon,https://github.com/Marswin/MarsDaemon,3125,1069
RxEasyHttp,zhou-you/RxEasyHttp,https://github.com/zhou-you/RxEasyHttp,3124,52857
my-site,WinterChenS/my-site,https://github.com/WinterChenS/my-site,3119,6340
android-adDialog,yipianfengye/android-adDialog,https://github.com/yipianfengye/android-adDialog,3116,9064
Chronicle-Queue,OpenHFT/Chronicle-Queue,https://github.com/OpenHFT/Chronicle-Queue,3109,29220
lombok-intellij-plugin,mplushnikov/lombok-intellij-plugin,https://github.com/mplushnikov/lombok-intellij-plugin,3106,27962
CityPicker,zaaach/CityPicker,https://github.com/zaaach/CityPicker,3105,14120
OpenPDF,LibrePDF/OpenPDF,https://github.com/LibrePDF/OpenPDF,3082,36832
javacore,dunwu/javacore,https://github.com/dunwu/javacore,3076,16918
booksource,guolindev/booksource,https://github.com/guolindev/booksource,3071,21429
AndroidChromium,JackyAndroid/AndroidChromium,https://github.com/JackyAndroid/AndroidChromium,3061,100646
curator,apache/curator,https://github.com/apache/curator,3051,11053
RecyclerViewItemAnimators,gabrielemariotti/RecyclerViewItemAnimators,https://github.com/gabrielemariotti/RecyclerViewItemAnimators,3050,716
react-native-keychain,oblador/react-native-keychain,https://github.com/oblador/react-native-keychain,3046,1715
Head-First-Design-Patterns,bethrobson/Head-First-Design-Patterns,https://github.com/bethrobson/Head-First-Design-Patterns,3044,208
sofa-jarslink,sofastack/sofa-jarslink,https://github.com/sofastack/sofa-jarslink,3043,356
yanxuan-weex-demo,zwwill/yanxuan-weex-demo,https://github.com/zwwill/yanxuan-weex-demo,3042,113180
ViewpagerTransition,xmuSistone/ViewpagerTransition,https://github.com/xmuSistone/ViewpagerTransition,3037,30297
DeepLearning,yusugomori/DeepLearning,https://github.com/yusugomori/DeepLearning,3032,140
AndroidTVLauncher,JackyAndroid/AndroidTVLauncher,https://github.com/JackyAndroid/AndroidTVLauncher,3032,20573
WebCollector,CrawlScript/WebCollector,https://github.com/CrawlScript/WebCollector,3027,272113
android-viewbadger,jgilfelt/android-viewbadger,https://github.com/jgilfelt/android-viewbadger,3023,297
jwt-spring-security-demo,szerhusenBC/jwt-spring-security-demo,https://github.com/szerhusenBC/jwt-spring-security-demo,3023,328
Crouton,keyboardsurfer/Crouton,https://github.com/keyboardsurfer/Crouton,3012,3934
android-process-button,dmytrodanylyk/android-process-button,https://github.com/dmytrodanylyk/android-process-button,3009,3491
