Name,FullName,URL,Stars,Commits
SpringCloud-Learning,dyc87112/SpringCloud-Learning,https://github.com/dyc87112/SpringCloud-Learning,7309,1265
starrocks,StarRocks/starrocks,https://github.com/StarRocks/starrocks,7298,338889
FrameworkBenchmarks,TechEmpower/FrameworkBenchmarks,https://github.com/TechEmpower/FrameworkBenchmarks,7286,309068
Android-Bootstrap,Bearded-Hen/Android-Bootstrap,https://github.com/Bearded-Hen/Android-Bootstrap,7282,11507
sweet-alert-dialog,pedant/sweet-alert-dialog,https://github.com/pedant/sweet-alert-dialog,7255,1694
LeetCode,yuanguangxin/LeetCode,https://github.com/yuanguangxin/LeetCode,7255,271
TakePhoto,crazycodeboy/TakePhoto,https://github.com/crazycodeboy/TakePhoto,7235,11513
Shadow,Tencent/Shadow,https://github.com/Tencent/Shadow,7227,3610
UltimateRecyclerView,cymcsg/UltimateRecyclerView,https://github.com/cymcsg/UltimateRecyclerView,7225,7153
pentaho-kettle,pentaho/pentaho-kettle,https://github.com/pentaho/pentaho-kettle,7221,638684
agera,google/agera,https://github.com/google/agera,7211,968
RePlugin,Qihoo360/RePlugin,https://github.com/Qihoo360/RePlugin,7209,24281
Mapper,abel533/Mapper,https://github.com/abel533/Mapper,7208,2114
closure-compiler,google/closure-compiler,https://github.com/google/closure-compiler,7193,176681
tomcat,apache/tomcat,https://github.com/apache/tomcat,7192,148162
WeChatLuckyMoney,geeeeeeeeek/WeChatLuckyMoney,https://github.com/geeeeeeeeek/WeChatLuckyMoney,7192,660
flowable-engine,flowable/flowable-engine,https://github.com/flowable/flowable-engine,7179,225714
javacv,bytedeco/javacv,https://github.com/bytedeco/javacv,7152,7420
react-native-svg,software-mansion/react-native-svg,https://github.com/software-mansion/react-native-svg,7134,19695
ActionBarSherlock,JakeWharton/ActionBarSherlock,https://github.com/JakeWharton/ActionBarSherlock,7120,21244
ysoserial,frohoff/ysoserial,https://github.com/frohoff/ysoserial,7100,480
VBlog,lenve/VBlog,https://github.com/lenve/VBlog,7074,3841
SmartTabLayout,ogaclejapan/SmartTabLayout,https://github.com/ogaclejapan/SmartTabLayout,7071,14671
transmittable-thread-local,alibaba/transmittable-thread-local,https://github.com/alibaba/transmittable-thread-local,7068,3507
xmall,Exrick/xmall,https://github.com/Exrick/xmall,7063,110866
TVBoxOSC,CatVodTVOfficial/TVBoxOSC,https://github.com/CatVodTVOfficial/TVBoxOSC,7038,6495
seatunnel,apache/seatunnel,https://github.com/apache/seatunnel,7025,27531
gocd,gocd/gocd,https://github.com/gocd/gocd,6995,376207
graylog2-server,Graylog2/graylog2-server,https://github.com/Graylog2/graylog2-server,6967,170856
elasticsearch-sql,NLPchina/elasticsearch-sql,https://github.com/NLPchina/elasticsearch-sql,6951,8797
aeron,real-logic/aeron,https://github.com/real-logic/aeron,6950,64341
Timber,naman14/Timber,https://github.com/naman14/Timber,6942,17485
SDE-Interview-Questions,twowaits/SDE-Interview-Questions,https://github.com/twowaits/SDE-Interview-Questions,6933,1461
okhttputils,hongyangAndroid/okhttputils,https://github.com/hongyangAndroid/okhttputils,6883,17152
react-native-video,react-native-video/react-native-video,https://github.com/react-native-video/react-native-video,6872,17102
DroidPlugin,DroidPluginTeam/DroidPlugin,https://github.com/DroidPluginTeam/DroidPlugin,6853,1859
nanohttpd,NanoHttpd/nanohttpd,https://github.com/NanoHttpd/nanohttpd,6788,1375
angel,Angel-ML/angel,https://github.com/Angel-ML/angel,6694,93424
walle,Meituan-Dianping/walle,https://github.com/Meituan-Dianping/walle,6687,528
AndroidAutoLayout,hongyangAndroid/AndroidAutoLayout,https://github.com/hongyangAndroid/AndroidAutoLayout,6685,7466
react-native-push-notification,zo0r/react-native-push-notification,https://github.com/zo0r/react-native-push-notification,6685,1688
mapstruct,mapstruct/mapstruct,https://github.com/mapstruct/mapstruct,6681,11249
error-prone,google/error-prone,https://github.com/google/error-prone,6668,126919
rest-assured,rest-assured/rest-assured,https://github.com/rest-assured/rest-assured,6645,11078
KnowStreaming,didi/KnowStreaming,https://github.com/didi/KnowStreaming,6630,199977
AndPermission,yanzhenjie/AndPermission,https://github.com/yanzhenjie/AndPermission,6619,1665
AndroidPerformanceMonitor,markzhai/AndroidPerformanceMonitor,https://github.com/markzhai/AndroidPerformanceMonitor,6608,1077
mybatis-generator-gui,zouzg/mybatis-generator-gui,https://github.com/zouzg/mybatis-generator-gui,6580,14934
alluxio,Alluxio/alluxio,https://github.com/Alluxio/alluxio,6569,204670
MinecraftForge,MinecraftForge/MinecraftForge,https://github.com/MinecraftForge/MinecraftForge,6568,118214
netty-socketio,mrniko/netty-socketio,https://github.com/mrniko/netty-socketio,6568,2232
Toasty,GrenderG/Toasty,https://github.com/GrenderG/Toasty,6541,977
storm,apache/storm,https://github.com/apache/storm,6521,208569
jvm-sandbox,alibaba/jvm-sandbox,https://github.com/alibaba/jvm-sandbox,6514,1855
haven,guardianproject/haven,https://github.com/guardianproject/haven,6510,24387
rabbitmq-tutorials,rabbitmq/rabbitmq-tutorials,https://github.com/rabbitmq/rabbitmq-tutorials,6500,4856
GmsCore,microg/GmsCore,https://github.com/microg/GmsCore,6474,8378
BookReader,smuyyh/BookReader,https://github.com/smuyyh/BookReader,6461,31940
processing,processing/processing,https://github.com/processing/processing,6438,1647982
baritone,cabaletta/baritone,https://github.com/cabaletta/baritone,6437,15388
RoundedImageView,vinc3m1/RoundedImageView,https://github.com/vinc3m1/RoundedImageView,6426,8746
JavaTutorial,h2pl/JavaTutorial,https://github.com/h2pl/JavaTutorial,6426,4882
ansj_seg,NLPchina/ansj_seg,https://github.com/NLPchina/ansj_seg,6408,352518
android-floating-action-button,zendesk/android-floating-action-button,https://github.com/zendesk/android-floating-action-button,6366,606
Android-Image-Cropper,ArthurHub/Android-Image-Cropper,https://github.com/ArthurHub/Android-Image-Cropper,6362,26047
PowerJob,PowerJob/PowerJob,https://github.com/PowerJob/PowerJob,6309,18624
ion,koush/ion,https://github.com/koush/ion,6301,11832
springBoot,527515025/springBoot,https://github.com/527515025/springBoot,6293,868
Spring-Cloud-Platform,wxiaoqi/Spring-Cloud-Platform,https://github.com/wxiaoqi/Spring-Cloud-Platform,6292,212277
Android-skin-support,ximsfei/Android-skin-support,https://github.com/ximsfei/Android-skin-support,6264,54130
AndroidPicker,gzu-liyujiang/AndroidPicker,https://github.com/gzu-liyujiang/AndroidPicker,6255,28153
zeppelin,apache/zeppelin,https://github.com/apache/zeppelin,6236,103239
Leaf,Meituan-Dianping/Leaf,https://github.com/Meituan-Dianping/Leaf,6228,149
JFoenix,sshahine/JFoenix,https://github.com/sshahine/JFoenix,6218,28243
async-http-client,AsyncHttpClient/async-http-client,https://github.com/AsyncHttpClient/async-http-client,6205,19003
remusic,aa112901/remusic,https://github.com/aa112901/remusic,6199,115952
spring-cloud-examples,ityouknow/spring-cloud-examples,https://github.com/ityouknow/spring-cloud-examples,6161,76
richeditor-android,wasabeef/richeditor-android,https://github.com/wasabeef/richeditor-android,6159,2898
smali,JesusFreke/smali,https://github.com/JesusFreke/smali,6158,9535
SwipeBackLayout,ikew0ng/SwipeBackLayout,https://github.com/ikew0ng/SwipeBackLayout,6125,2934
jsonschema2pojo,joelittlejohn/jsonschema2pojo,https://github.com/joelittlejohn/jsonschema2pojo,6122,11782
MaterialEditText,rengwuxian/MaterialEditText,https://github.com/rengwuxian/MaterialEditText,6107,1260
AndroidProject,getActivity/AndroidProject,https://github.com/getActivity/AndroidProject,6100,89374
springcloud-learning,macrozheng/springcloud-learning,https://github.com/macrozheng/springcloud-learning,6095,123
junit5,junit-team/junit5,https://github.com/junit-team/junit5,6072,653817
config,lightbend/config,https://github.com/lightbend/config,6067,4644
NumberProgressBar,daimajia/NumberProgressBar,https://github.com/daimajia/NumberProgressBar,6060,158
HMCL,HMCL-dev/HMCL,https://github.com/HMCL-dev/HMCL,6044,26140
itstack-demo-design,fuzhengwei/itstack-demo-design,https://github.com/fuzhengwei/itstack-demo-design,6042,1817
from-java-to-kotlin,amitshekhariitbhu/from-java-to-kotlin,https://github.com/amitshekhariitbhu/from-java-to-kotlin,6038,236
EffectiveAndroidUI,pedrovgs/EffectiveAndroidUI,https://github.com/pedrovgs/EffectiveAndroidUI,6030,994
material,rey5137/material,https://github.com/rey5137/material,6022,3901
dynamic-load-apk,singwhatiwanna/dynamic-load-apk,https://github.com/singwhatiwanna/dynamic-load-apk,6011,8956
physical-web,google/physical-web,https://github.com/google/physical-web,6010,33447
graphql-java,graphql-java/graphql-java,https://github.com/graphql-java/graphql-java,6002,14448
quartz,quartz-scheduler/quartz,https://github.com/quartz-scheduler/quartz,5989,24934
wiremock,wiremock/wiremock,https://github.com/wiremock/wiremock,5988,43133
xUtils3,wyouflf/xUtils3,https://github.com/wyouflf/xUtils3,5974,9041
j2objc,google/j2objc,https://github.com/google/j2objc,5971,100881
grafika,google/grafika,https://github.com/google/grafika,5967,1092
androidmvp,antoniolg/androidmvp,https://github.com/antoniolg/androidmvp,5944,327
micronaut-core,micronaut-projects/micronaut-core,https://github.com/micronaut-projects/micronaut-core,5915,102041
byte-buddy,raphw/byte-buddy,https://github.com/raphw/byte-buddy,5908,1005021
material-calendarview,prolificinteractive/material-calendarview,https://github.com/prolificinteractive/material-calendarview,5902,4823
springfox,springfox/springfox,https://github.com/springfox/springfox,5898,186279
smile,haifengl/smile,https://github.com/haifengl/smile,5885,250213
motan,weibocom/motan,https://github.com/weibocom/motan,5869,4292
ssm,liyifeng1994/ssm,https://github.com/liyifeng1994/ssm,5866,12364
blade,lets-blade/blade,https://github.com/lets-blade/blade,5824,3394
jOOQ,jOOQ/jOOQ,https://github.com/jOOQ/jOOQ,5822,265101
BoomMenu,Nightonke/BoomMenu,https://github.com/Nightonke/BoomMenu,5801,103934
DiskLruCache,JakeWharton/DiskLruCache,https://github.com/JakeWharton/DiskLruCache,5783,416
robolectric,robolectric/robolectric,https://github.com/robolectric/robolectric,5768,56927
InfiniteCycleViewPager,Devlight/InfiniteCycleViewPager,https://github.com/Devlight/InfiniteCycleViewPager,5764,279
hazelcast,hazelcast/hazelcast,https://github.com/hazelcast/hazelcast,5762,411884
ksql,confluentinc/ksql,https://github.com/confluentinc/ksql,5754,177675
gnirehtet,Genymobile/gnirehtet,https://github.com/Genymobile/gnirehtet,5749,1036
springside4,springside/springside4,https://github.com/springside/springside4,5741,4837
DiscreteScrollView,yarolegovich/DiscreteScrollView,https://github.com/yarolegovich/DiscreteScrollView,5731,33353
useful-java-links,Vedenin/useful-java-links,https://github.com/Vedenin/useful-java-links,5715,2410
DependencyCheck,jeremylong/DependencyCheck,https://github.com/jeremylong/DependencyCheck,5715,249792
tcc-transaction,changmingxie/tcc-transaction,https://github.com/changmingxie/tcc-transaction,5698,7909
FastHub,k0shk0sh/FastHub,https://github.com/k0shk0sh/FastHub,5698,19973
circular-progress-button,dmytrodanylyk/circular-progress-button,https://github.com/dmytrodanylyk/circular-progress-button,5696,832
aurora-imui,jpush/aurora-imui,https://github.com/jpush/aurora-imui,5687,11470
u2020,JakeWharton/u2020,https://github.com/JakeWharton/u2020,5681,9385
hibernate-orm,hibernate/hibernate-orm,https://github.com/hibernate/hibernate-orm,5680,243186
btrace,btraceio/btrace,https://github.com/btraceio/btrace,5670,17437
AndroidImageSlider,daimajia/AndroidImageSlider,https://github.com/daimajia/AndroidImageSlider,5637,2165
Fast-Android-Networking,amitshekhariitbhu/Fast-Android-Networking,https://github.com/amitshekhariitbhu/Fast-Android-Networking,5628,2821
gephi,gephi/gephi,https://github.com/gephi/gephi,5621,653020
incubator-kie-drools,apache/incubator-kie-drools,https://github.com/apache/incubator-kie-drools,5618,287825
java-jwt,auth0/java-jwt,https://github.com/auth0/java-jwt,5613,1451
ShowcaseView,amlcurran/ShowcaseView,https://github.com/amlcurran/ShowcaseView,5600,15237
zxing-android-embedded,journeyapps/zxing-android-embedded,https://github.com/journeyapps/zxing-android-embedded,5597,8388
FlowLayout,hongyangAndroid/FlowLayout,https://github.com/hongyangAndroid/FlowLayout,5583,910
HTextView,hanks-zyh/HTextView,https://github.com/hanks-zyh/HTextView,5580,9880
disconf,knightliao/disconf,https://github.com/knightliao/disconf,5574,8619
ListViewAnimations,nhaarman/ListViewAnimations,https://github.com/nhaarman/ListViewAnimations,5574,25513
SwipeRecyclerView,yanzhenjie/SwipeRecyclerView,https://github.com/yanzhenjie/SwipeRecyclerView,5550,29347
react-native-splash-screen,crazycodeboy/react-native-splash-screen,https://github.com/crazycodeboy/react-native-splash-screen,5545,3912
Blurry,wasabeef/Blurry,https://github.com/wasabeef/Blurry,5520,2286
StickyListHeaders,emilsjolander/StickyListHeaders,https://github.com/emilsjolander/StickyListHeaders,5514,3866
AntennaPod,AntennaPod/AntennaPod,https://github.com/AntennaPod/AntennaPod,5514,106356
SoloPi,alipay/SoloPi,https://github.com/alipay/SoloPi,5507,258080
lanproxy,ffay/lanproxy,https://github.com/ffay/lanproxy,5493,9573
mosby,sockeqwe/mosby,https://github.com/sockeqwe/mosby,5489,26564
Discovery,Nepxion/Discovery,https://github.com/Nepxion/Discovery,5486,217623
freeline,alibaba/freeline,https://github.com/alibaba/freeline,5483,75385
vavr,vavr-io/vavr,https://github.com/vavr-io/vavr,5470,20983
Aria,AriaLyy/Aria,https://github.com/AriaLyy/Aria,5462,39452
barcodescanner,dm77/barcodescanner,https://github.com/dm77/barcodescanner,5455,10971
mall4cloud,gz-yami/mall4cloud,https://github.com/gz-yami/mall4cloud,5442,22262
rebound,facebookarchive/rebound,https://github.com/facebookarchive/rebound,5440,23623
SpringBootVulExploit,LandGrey/SpringBootVulExploit,https://github.com/LandGrey/SpringBootVulExploit,5417,135
scribejava,scribejava/scribejava,https://github.com/scribejava/scribejava,5417,2633
PojavLauncher,PojavLauncherTeam/PojavLauncher,https://github.com/PojavLauncherTeam/PojavLauncher,5413,889788
dubbo-spring-boot-project,apache/dubbo-spring-boot-project,https://github.com/apache/dubbo-spring-boot-project,5405,1557
Android-ZBLibrary,TommyLemon/Android-ZBLibrary,https://github.com/TommyLemon/Android-ZBLibrary,5388,32758
android-job,Evernote/android-job,https://github.com/Evernote/android-job,5385,1860
MagicCamera,wuhaoyu1990/MagicCamera,https://github.com/wuhaoyu1990/MagicCamera,5379,17476
SystemBarTint,jgilfelt/SystemBarTint,https://github.com/jgilfelt/SystemBarTint,5369,1099
pig,pig-mesh/pig,https://github.com/pig-mesh/pig,5364,37066
LSPatch,LSPosed/LSPatch,https://github.com/LSPosed/LSPatch,5352,10312
wechat,motianhuo/wechat,https://github.com/motianhuo/wechat,5344,96503
XRecyclerView,XRecyclerView/XRecyclerView,https://github.com/XRecyclerView/XRecyclerView,5338,6529
AndroidVideoCache,danikula/AndroidVideoCache,https://github.com/danikula/AndroidVideoCache,5330,116062
cw-omnibus,commonsguy/cw-omnibus,https://github.com/commonsguy/cw-omnibus,5329,75165
google-java-format,google/google-java-format,https://github.com/google/google-java-format,5310,1907
TapTargetView,KeepSafe/TapTargetView,https://github.com/KeepSafe/TapTargetView,5309,4401
uid-generator,baidu/uid-generator,https://github.com/baidu/uid-generator,5306,390
android-advancedrecyclerview,h6ah4i/android-advancedrecyclerview,https://github.com/h6ah4i/android-advancedrecyclerview,5301,9111
shimmer-android,facebookarchive/shimmer-android,https://github.com/facebookarchive/shimmer-android,5280,4787
VitamioBundle,yixia/VitamioBundle,https://github.com/yixia/VitamioBundle,5268,186316
iceberg,apache/iceberg,https://github.com/apache/iceberg,5259,55067
lamp-cloud,dromara/lamp-cloud,https://github.com/dromara/lamp-cloud,5251,45896
camel,apache/camel,https://github.com/apache/camel,5246,846172
hive,apache/hive,https://github.com/apache/hive,5244,691395
socket.io-client-java,socketio/socket.io-client-java,https://github.com/socketio/socket.io-client-java,5244,2169
android-lifecycle,xxv/android-lifecycle,https://github.com/xxv/android-lifecycle,5243,3027
titan,thinkaurelius/titan,https://github.com/thinkaurelius/titan,5242,91250
twoway-view,lucasr/twoway-view,https://github.com/lucasr/twoway-view,5232,2554
EdXposed,ElderDrivers/EdXposed,https://github.com/ElderDrivers/EdXposed,5230,12036
Side-Menu.Android,Yalantis/Side-Menu.Android,https://github.com/Yalantis/Side-Menu.Android,5229,1048
Dexter,Karumi/Dexter,https://github.com/Karumi/Dexter,5226,2928
FloatingActionButton,Clans/FloatingActionButton,https://github.com/Clans/FloatingActionButton,5225,3389
generator,mybatis/generator,https://github.com/mybatis/generator,5218,57377
datax-web,WeiYe-Jing/datax-web,https://github.com/WeiYe-Jing/datax-web,5209,43670
lettuce-core,lettuce-io/lettuce-core,https://github.com/lettuce-io/lettuce-core,5199,22107
otto,square/otto,https://github.com/square/otto,5179,703
vespa,vespa-engine/vespa,https://github.com/vespa-engine/vespa,5164,410002
api-samples,youtube/api-samples,https://github.com/youtube/api-samples,5162,816
FastBle,Jasonchenlijian/FastBle,https://github.com/Jasonchenlijian/FastBle,5134,35234
XXPermissions,getActivity/XXPermissions,https://github.com/getActivity/XXPermissions,5121,84777
ctci,careercup/ctci,https://github.com/careercup/ctci,5116,2169
google-authenticator,google/google-authenticator,https://github.com/google/google-authenticator,5116,2433
javaparser,javaparser/javaparser,https://github.com/javaparser/javaparser,5093,43642
spring-boot-projects,ZHENFENG13/spring-boot-projects,https://github.com/ZHENFENG13/spring-boot-projects,5090,14626
BasePopup,razerdp/BasePopup,https://github.com/razerdp/BasePopup,5090,20627
JS-Sorting-Algorithm,hustcc/JS-Sorting-Algorithm,https://github.com/hustcc/JS-Sorting-Algorithm,5079,3636
smartTable,huangyanbin/smartTable,https://github.com/huangyanbin/smartTable,5069,63951
okdownload,lingochamp/okdownload,https://github.com/lingochamp/okdownload,5067,8129
hbase,apache/hbase,https://github.com/apache/hbase,5064,480321
IJPay,Javen205/IJPay,https://github.com/Javen205/IJPay,5050,25323
groovy,apache/groovy,https://github.com/apache/groovy,5047,215375
kafdrop,obsidiandynamics/kafdrop,https://github.com/obsidiandynamics/kafdrop,5043,2777
janusgraph,JanusGraph/janusgraph,https://github.com/JanusGraph/janusgraph,5039,59809
JimuReport,jeecgboot/JimuReport,https://github.com/jeecgboot/JimuReport,5033,100685
Small,wequick/Small,https://github.com/wequick/Small,5030,7023
spring-data-examples,spring-projects/spring-data-examples,https://github.com/spring-projects/spring-data-examples,5023,11619
pinot,apache/pinot,https://github.com/apache/pinot,5021,304610
android-common,Trinea/android-common,https://github.com/Trinea/android-common,5017,1243
hippo4j,opengoofy/hippo4j,https://github.com/opengoofy/hippo4j,5017,22672
dialogplus,orhanobut/dialogplus,https://github.com/orhanobut/dialogplus,5004,6790
UltraViewPager,alibaba/UltraViewPager,https://github.com/alibaba/UltraViewPager,5003,8873
springboot-guide,CodingDocs/springboot-guide,https://github.com/CodingDocs/springboot-guide,4999,5354
InstaMaterial,frogermcs/InstaMaterial,https://github.com/frogermcs/InstaMaterial,4995,4531
spring-mvc-showcase,spring-attic/spring-mvc-showcase,https://github.com/spring-attic/spring-mvc-showcase,4994,765
android-zxingLibrary,yipianfengye/android-zxingLibrary,https://github.com/yipianfengye/android-zxingLibrary,4987,10170
GravitySnapHelper,rubensousa/GravitySnapHelper,https://github.com/rubensousa/GravitySnapHelper,4978,83050
views-widgets-samples,android/views-widgets-samples,https://github.com/android/views-widgets-samples,4965,63749
joda-time,JodaOrg/joda-time,https://github.com/JodaOrg/joda-time,4963,12887
RxJava2-Android-Samples,amitshekhariitbhu/RxJava2-Android-Samples,https://github.com/amitshekhariitbhu/RxJava2-Android-Samples,4962,494
LayoutManagerGroup,DingMouRen/LayoutManagerGroup,https://github.com/DingMouRen/LayoutManagerGroup,4959,45688
flink-cdc-connectors,ververica/flink-cdc-connectors,https://github.com/ververica/flink-cdc-connectors,4957,37067
NavigationTabBar,Devlight/NavigationTabBar,https://github.com/Devlight/NavigationTabBar,4948,389
thumbnailator,coobird/thumbnailator,https://github.com/coobird/thumbnailator,4947,11686
linuxdeploy,meefik/linuxdeploy,https://github.com/meefik/linuxdeploy,4944,53204
hudi,apache/hudi,https://github.com/apache/hudi,4936,1008845
RippleEffect,traex/RippleEffect,https://github.com/traex/RippleEffect,4935,833
opentsdb,OpenTSDB/opentsdb,https://github.com/OpenTSDB/opentsdb,4930,41394
AmazeFileManager,TeamAmaze/AmazeFileManager,https://github.com/TeamAmaze/AmazeFileManager,4927,59889
jetlinks-community,jetlinks/jetlinks-community,https://github.com/jetlinks/jetlinks-community,4895,68307
Luyten,deathmarine/Luyten,https://github.com/deathmarine/Luyten,4893,5857
folding-cell-android,Ramotion/folding-cell-android,https://github.com/Ramotion/folding-cell-android,4885,26341
CloudReader,youlookwhat/CloudReader,https://github.com/youlookwhat/CloudReader,4867,95406
web3j,web3j/web3j,https://github.com/web3j/web3j,4856,9962
sofa-boot,sofastack/sofa-boot,https://github.com/sofastack/sofa-boot,4855,5084
JSqlParser,JSQLParser/JSqlParser,https://github.com/JSQLParser/JSqlParser,4839,11529
Transitions-Everywhere,andkulikov/Transitions-Everywhere,https://github.com/andkulikov/Transitions-Everywhere,4832,1247
DKVideoPlayer,Doikki/DKVideoPlayer,https://github.com/Doikki/DKVideoPlayer,4831,100345
packer-ng-plugin,mcxiaoke/packer-ng-plugin,https://github.com/mcxiaoke/packer-ng-plugin,4826,1458
spring-cloud-netflix,spring-cloud/spring-cloud-netflix,https://github.com/spring-cloud/spring-cloud-netflix,4821,20151
CameraView,natario1/CameraView,https://github.com/natario1/CameraView,4811,30129
mapdb,jankotek/mapdb,https://github.com/jankotek/mapdb,4809,10228
bitcoinj,bitcoinj/bitcoinj,https://github.com/bitcoinj/bitcoinj,4805,25591
lucida,claritylab/lucida,https://github.com/claritylab/lucida,4805,1352332
austin,ZhongFuCheng3y/austin,https://github.com/ZhongFuCheng3y/austin,4786,3948
java-eight-part,CoderLeixiaoshuai/java-eight-part,https://github.com/CoderLeixiaoshuai/java-eight-part,4774,308
Android-ConvenientBanner,saiwu-bigkoo/Android-ConvenientBanner,https://github.com/saiwu-bigkoo/Android-ConvenientBanner,4772,12540
react-native-linear-gradient,react-native-linear-gradient/react-native-linear-gradient,https://github.com/react-native-linear-gradient/react-native-linear-gradient,4770,2099
AndroidStaggeredGrid,etsy/AndroidStaggeredGrid,https://github.com/etsy/AndroidStaggeredGrid,4763,878
reactor-core,reactor/reactor-core,https://github.com/reactor/reactor-core,4763,65291
dddsample-core,citerus/dddsample-core,https://github.com/citerus/dddsample-core,4756,8543
gpmall,2227324689/gpmall,https://github.com/2227324689/gpmall,4755,56925
shopping-management-system,zhanglei-workspace/shopping-management-system,https://github.com/zhanglei-workspace/shopping-management-system,4738,4353
cameraview,google/cameraview,https://github.com/google/cameraview,4733,256
YCSB,brianfrankcooper/YCSB,https://github.com/brianfrankcooper/YCSB,4731,32435
mini-spring,DerekYRC/mini-spring,https://github.com/DerekYRC/mini-spring,4728,1093
reactive-streams-jvm,reactive-streams/reactive-streams-jvm,https://github.com/reactive-streams/reactive-streams-jvm,4723,1846
baseAdapter,hongyangAndroid/baseAdapter,https://github.com/hongyangAndroid/baseAdapter,4715,724
cglib,cglib/cglib,https://github.com/cglib/cglib,4714,4949
react-native-config,lugg/react-native-config,https://github.com/lugg/react-native-config,4711,3549
ActiveAndroid,pardom-zz/ActiveAndroid,https://github.com/pardom-zz/ActiveAndroid,4709,18083
roncoo-pay,roncoo/roncoo-pay,https://github.com/roncoo/roncoo-pay,4709,18383
easy-rules,j-easy/easy-rules,https://github.com/j-easy/easy-rules,4707,1776
android-tips-tricks,nisrulz/android-tips-tricks,https://github.com/nisrulz/android-tips-tricks,4699,34241
spring-security-oauth,spring-attic/spring-security-oauth,https://github.com/spring-attic/spring-security-oauth,4684,7273
SwitchButton,kyleduo/SwitchButton,https://github.com/kyleduo/SwitchButton,4676,12162
cardslib,gabrielemariotti/cardslib,https://github.com/gabrielemariotti/cardslib,4673,30628
orientdb,orientechnologies/orientdb,https://github.com/orientechnologies/orientdb,4668,257439
traccar,traccar/traccar,https://github.com/traccar/traccar,4668,21559
MaterialDateTimePicker,wdullaer/MaterialDateTimePicker,https://github.com/wdullaer/MaterialDateTimePicker,4664,2001
QR-Code-generator,nayuki/QR-Code-generator,https://github.com/nayuki/QR-Code-generator,4663,1376
spring-authorization-server,spring-projects/spring-authorization-server,https://github.com/spring-projects/spring-authorization-server,4655,3932
XUI,xuexiangjys/XUI,https://github.com/xuexiangjys/XUI,4642,286655
ignite,apache/ignite,https://github.com/apache/ignite,4641,427369
reflections,ronmamo/reflections,https://github.com/ronmamo/reflections,4636,1064
xpay,Exrick/xpay,https://github.com/Exrick/xpay,4635,12148
v9porn,techGay/v9porn,https://github.com/techGay/v9porn,4622,138079
Spring-Boot-In-Action,hansonwang99/Spring-Boot-In-Action,https://github.com/hansonwang99/Spring-Boot-In-Action,4622,15827
PageIndicatorView,romandanylyk/PageIndicatorView,https://github.com/romandanylyk/PageIndicatorView,4615,33988
armeria,line/armeria,https://github.com/line/armeria,4601,198112
JAViewer,SplashCodes/JAViewer,https://github.com/SplashCodes/JAViewer,4593,2335
FirebaseUI-Android,firebase/FirebaseUI-Android,https://github.com/firebase/FirebaseUI-Android,4575,28190
pmd,pmd/pmd,https://github.com/pmd/pmd,4573,457361
go-lang-idea-plugin,go-lang-plugin-org/go-lang-idea-plugin,https://github.com/go-lang-plugin-org/go-lang-idea-plugin,4569,34753
SimplifyReader,chentao0707/SimplifyReader,https://github.com/chentao0707/SimplifyReader,4566,62804
Depth-LIB-Android-,danielzeller/Depth-LIB-Android-,https://github.com/danielzeller/Depth-LIB-Android-,4563,3657
graphhopper,graphhopper/graphhopper,https://github.com/graphhopper/graphhopper,4554,136257
Android-IMSI-Catcher-Detector,CellularPrivacy/Android-IMSI-Catcher-Detector,https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector,4550,11164
mybatis,tuguangquan/mybatis,https://github.com/tuguangquan/mybatis,4542,50815
Douya,zhanghai/Douya,https://github.com/zhanghai/Douya,4542,25350
android-crop,jdamcd/android-crop,https://github.com/jdamcd/android-crop,4540,2835
bottomsheet,Flipboard/bottomsheet,https://github.com/Flipboard/bottomsheet,4536,363
quasar,puniverse/quasar,https://github.com/puniverse/quasar,4536,80585
jetcache,alibaba/jetcache,https://github.com/alibaba/jetcache,4531,3738
bisq,bisq-network/bisq,https://github.com/bisq-network/bisq,4530,713779
novel,201206030/novel,https://github.com/201206030/novel,4526,99418
JGrowing,javagrowing/JGrowing,https://github.com/javagrowing/JGrowing,4520,2987
rocketmq-externals,apache/rocketmq-externals,https://github.com/apache/rocketmq-externals,4517,36258
lwjgl3,LWJGL/lwjgl3,https://github.com/LWJGL/lwjgl3,4517,95208
querydsl,querydsl/querydsl,https://github.com/querydsl/querydsl,4513,51696
JustTrustMe,Fuzion24/JustTrustMe,https://github.com/Fuzion24/JustTrustMe,4507,432
NineOldAndroids,JakeWharton/NineOldAndroids,https://github.com/JakeWharton/NineOldAndroids,4502,1207
ribbon,Netflix/ribbon,https://github.com/Netflix/ribbon,4501,3499
dexposed,alibaba/dexposed,https://github.com/alibaba/dexposed,4499,1875
SmoothProgressBar,castorflex/SmoothProgressBar,https://github.com/castorflex/SmoothProgressBar,4494,15681
usb-serial-for-android,mik3y/usb-serial-for-android,https://github.com/mik3y/usb-serial-for-android,4485,854
QLExpress,alibaba/QLExpress,https://github.com/alibaba/QLExpress,4479,2298
java-faker,DiUS/java-faker,https://github.com/DiUS/java-faker,4478,6147
bilibili-android-client,HotBitmapGG/bilibili-android-client,https://github.com/HotBitmapGG/bilibili-android-client,4478,113179
crawler4j,yasserg/crawler4j,https://github.com/yasserg/crawler4j,4476,1186
rstudio,rstudio/rstudio,https://github.com/rstudio/rstudio,4471,961858
